Num,Networth Next Year,Default,Total assets,Net worth,Total Income,Total Income/Total assets,Change in stock,Change in stock/Total Income,Total expenses,Total expenses/Total Income,Profit after tax,Profit after tax/Total assets,PBDITA,PBDITA/Total assets,PBT,PBT/Total assets,Cash profit,Cash profit/Total assets,PBDITA as % of total income,PBT as % of total income,PAT as % of total income,Cash profit as % of total income,PAT as % of net worth,Sales,Sales/Total assets,Income from financial services,Income from financial services/Total Income,Other income,Other income/Total Income,Total capital,Total capital/Total_Assets,Reserves and funds,Reserves and funds/Total_Assets,Borrowings,Borrowings/Total_Assets,Current liabilities & provisions,Current liabilities & provisions/Total_assets,Deferred tax liability,Deferred tax liability/Total_Assets,Shareholders funds,Shareholders funds/Total_assets,Cumulative retained profits,Cumulative retained profits/Total Income,Capital employed,Capital employed/Total assets,TOL/TNW,Total term liabilities / tangible net worth,Contingent liabilities / Net worth (%),Contingent liabilities,Contingent liabilities/Total Assets,Net fixed assets,Net fixed assets/Total Assets,Investments,Investments/Total Income,Current assets,Current assets/Total_Assets,Net working capital,Net working capital/Total Capital,Quick ratio (times),Current ratio (times),Debt to equity ratio (times),Cash to current liabilities (times),Cash to average cost of sales per day,Creditors turnover,Debtors turnover,Finished goods turnover,WIP turnover,Raw material turnover,Shares outstanding,Equity face value,EPS,Adjusted EPS,Total liabilities,PE on BSE,Dev model
1914,22.6,0,39.7,25.5,12.7,0.319899244,41.8940059,3.298740622,12.2,0.960629921,0.5,0.012594458,1.2,0.0302267,-0.3,-0.007556675,0.5,0.012594458,9.45,-2.36,3.94,3.94,2.02,10.1,0.25440806,1.6,0.125984252,0.3,0.023622047,4.1,0.103274559,21.4,0.539042821,2,0.050377834,9.7,0.244332494,2.5,0.063,25.5,0.64231738,21.4,1.68503937,27.5,0.692695214,0.45,0.02,9.02,2.3,0.057934509,9.1,0.229219144,9.1,0.716535433,15.7,0.395465995,4.5,1.097560976,0.96,1.4,0.08,0.02,5.98,0.71,1.03,87.5324658,2.29,0,406000,10,-0.49,-0.49,39.7,64.07801191,1
1959,22.6,0,75.8,21.7,108.3,1.428759894,-0.3,-0.002770083,107.5,0.992613112,0.5,0.006596306,7,0.092348285,0.5,0.006596306,2.7,0.035620053,6.46,0.46,0.46,2.49,2.35,108.2,1.427440633,0.1,0.000923361,41.69389313,0.384985163,23.5,0.310026385,-1.4,-0.018469657,39.5,0.521108179,14.2,0.187335092,228.1465496,3.0098,21.7,0.286279683,-1.8,-0.016620499,61.2,0.807387863,2.47,0.57,81.57,17.7,0.233509235,15.2,0.200527704,701.0139914,6.472890041,57.5,0.758575198,17.6,0.74893617,0.61,1.41,1.82,0.09,12.43,7.53,5.61,6.54,3.03,7.4,2350000,10,0.26,0.26,75.8,64.07801191,1
2860,22.6,0,48.1,22.6,94.3,1.96049896,0.4,0.004241782,86.6,0.918345705,8.1,0.168399168,13.6,0.282744283,12.4,0.257796258,9.2,0.191268191,14.42,13.15,8.59,9.76,42.63,94.2,1.958419958,0.1,0.001060445,41.69389313,0.442140966,4,0.083160083,18.6,0.386694387,5.5,0.114345114,18.7,0.388773389,1.3,0.027,22.6,0.46985447,18.6,0.197242842,28.1,0.584199584,0.82,0.24,0,936.4739761,19.46931343,16.8,0.349272349,701.0139914,7.433870534,24.8,0.515592516,6.8,1.7,0.8,1.38,0.24,0.09,7.19,8.78,8.41,17.5,12.65,9.25,400000,10,20.25,20.25,48.1,64.07801191,1
1024,22.7,0,20.4,19.8,13.5,0.661764706,-3.2,-0.237037037,6.6,0.488888889,3.7,0.181372549,4.4,0.215686275,4.1,0.200980392,3.9,0.191176471,32.59,30.37,27.41,28.89,20.56,9.3,0.455882353,4.2,0.311111111,41.69389313,3.088436528,2.4,0.117647059,17.4,0.852941176,1136.080708,55.69023078,0.6,0.029411765,228.1465496,11.1837,19.8,0.970588235,17.4,1.288888889,19.8,0.970588235,0.01,0,0,936.4739761,45.90558706,0.6,0.029411765,9.6,0.711111111,9.3,0.455882353,8.7,3.625,8.5,15.5,0,5.4234,196.24,35.33,186,1.46,0.4,19.38653821,22284601.68,-1348.444874,0,0,20.4,64.07801191,1
2628,22.7,0,70,22.7,4650.773588,66.43962269,41.8940059,0.009007965,0.2,4.30E-05,-0.1,-0.001428571,-0.1,-0.001428571,-0.1,-0.001428571,-0.1,-0.001428571,4.523144876,-17.57113958,-19.58228799,-8.37708775,-0.44,4604.023774,65.7717682,81.34220077,0.017490037,41.69389313,0.008964937,6.8,0.097142857,15.9,0.227142857,1136.080708,16.2297244,47.3,0.675714286,228.1465496,3.2592,22.7,0.324285714,15.9,0.003418786,22.7,0.324285714,2.08,0,620.7,140.9,2.012857143,0.2,0.002857143,36.8,0.007912662,25.4,0.362857143,-21.9,-3.220588235,0.54,0.54,0,0,0,0,0,87.5324658,27.97205637,0,675070,10,-0.15,-0.15,70,64.07801191,1
2362,22.8,0,28.9,22.5,143.2,4.955017301,2.9,0.020251397,147.6,1.030726257,-1.5,-0.051903114,1.4,0.048442907,-2.1,-0.07266436,1.2,0.041522491,0.98,-1.47,-1.05,0.84,-6.44,142.9,4.944636678,0.3,0.002094972,41.69389313,0.291158472,20,0.692041522,2.5,0.08650519,2.6,0.089965398,1.3,0.044982699,2.5,0.0865,22.5,0.778546713,2.5,0.017458101,25.1,0.868512111,0.15,0.12,0,936.4739761,32.40394381,17,0.588235294,701.0139914,4.895349102,9.9,0.342560554,8.6,0.43,3.31,7.62,0.12,1.92,6.35,123.91,25.29,64.84,66.37,43.63,22284601.68,-1348.444874,0,0,28.9,64.07801191,1
2824,22.9,0,41.1,20.4,64.9,1.579075426,19.2,0.295839753,82.8,1.275808937,1.3,0.03163017,8,0.194647202,1.4,0.03406326,5.1,0.124087591,12.33,2.16,2,7.86,6.57,62.3,1.515815085,0.6,0.009244992,41.69389313,0.642432868,28.6,0.695863747,-8.2,-0.199513382,16.5,0.401459854,4.2,0.102189781,228.1465496,5.551,20.4,0.496350365,-8.2,-0.126348228,36.9,0.897810219,1,0.12,2.94,0.6,0.01459854,7.5,0.182481752,0.1,0.001540832,31.4,0.763990268,13.1,0.458041958,0.51,1.72,0.81,0.02,1.81,29.1,7.6,5.46,4.65,18.23,3310000,10,-0.18,-0.18,41.1,64.07801191,1
3207,22.9,0,286.5,30.9,269.8,0.941710297,2.6,0.009636768,271.4,1.005930319,1,0.003490401,51.1,0.178359511,1.4,0.004886562,24,0.083769634,18.94,0.52,0.37,8.9,3.3,268.6,0.937521815,0.5,0.001853225,0.4,0.00148258,7.5,0.02617801,23.4,0.081675393,152.1,0.530890052,100.4,0.3504363,3.1,0.0108,30.9,0.107853403,23.4,0.086730912,183,0.638743455,8.19,3.8,0,936.4739761,3.268670074,142.7,0.498080279,7,0.025945145,110.2,0.384642234,5.5,0.733333333,0.22,1.05,4.92,0.06,10.12,3.93,20.58,5.35,5.25,3.05,750000,10,1.2,1.2,286.5,64.07801191,1
1226,23,0,64.7,22.8,104.2,1.610510046,-0.5,-0.004798464,99,0.950095969,4.7,0.072642968,8.7,0.13446677,4.7,0.072642968,6,0.092735703,8.35,4.51,4.51,5.76,22.98,101.4,1.567233385,0.1,0.000959693,41.69389313,0.400133331,66.6,1.029366306,-39.7,-0.613601236,23.1,0.357032457,14.7,0.227202473,228.1465496,3.5262,22.8,0.352395672,-38.5,-0.369481766,45.9,0.70942813,2.64,1.02,0,936.4739761,14.47409546,33.2,0.513137558,3.9,0.037428023,13.3,0.205564142,-10.8,-0.162162162,0.29,0.55,1.01,0.03,2.26,5.12,21.12,12.82,12.99,98.7758,6800000,10,0.29,0.29,64.7,4.25,1
2221,23,0,334.1,16.6,430,1.287039808,6.7,0.015581395,433.9,1.009069767,2.8,0.008380724,43.2,0.129302604,3.5,0.010475905,8.6,0.025740796,10.05,0.81,0.65,2,18.36,425.8,1.274468722,3.7,0.008604651,0.5,0.001162791,22.1,0.06614786,8.4,0.025142173,173.6,0.519604909,127.7,0.382220892,2.3,0.0069,23.8,0.071236157,1.7,0.003953488,197.4,0.590841066,18.13,7.54,78.31,13,0.038910506,71.4,0.213708471,16,0.037209302,228.9,0.685124214,64.9,2.936651584,0.8,1.4,10.89,0.06,8.84,3.8,3.85,7.18,5.1,11.68,19600,163,170.47,170.47,334.1,64.07801191,1
609,23.2,0,57,24,34.1,0.598245614,41.8940059,1.228563223,33.3,0.976539589,0.8,0.014035088,3.1,0.054385965,1.3,0.022807018,1.6,0.028070175,9.09,3.81,2.35,4.69,3.4,30.9,0.542105263,81.34220077,2.385401782,41.69389313,1.222694813,15.7,0.275438596,8.1,0.142105263,1.1,0.019298246,28.3,0.496491228,3.6,0.0632,24,0.421052632,8.1,0.237536657,25.1,0.440350877,1.2,0.04,0,936.4739761,16.429368,30,0.526315789,13,0.381231672,2.2,0.038596491,-11.3,-0.719745223,0.12,0.16,0.05,0.02,3.37,2.25,191.2038,87.5324658,27.97205637,6.18,1545900,10,-1.49,-1.49,57,64.07801191,1
2012,23.4,0,38,21,26.2,0.689473684,0,0,24.6,0.938931298,1.6,0.042105263,2.9,0.076315789,1.6,0.042105263,2.6,0.068421053,11.07,6.11,6.11,9.92,7.96,26.2,0.689473684,81.34220077,3.104664152,41.69389313,1.591369967,30.3,0.797368421,-7.9,-0.207894737,2.1,0.055263158,13.5,0.355263158,228.1465496,6.0039,21,0.552631579,-9.3,-0.354961832,23.1,0.607894737,0.74,0.1,0,936.4739761,24.644052,11.4,0.3,701.0139914,26.75625921,11.5,0.302631579,-2,-0.066006601,0.08,0.85,0.1,0,0,47.5,23.82,1.84,1.5,42.67,3034900,10,0.53,0.53,38,4.02,1
2041,23.5,0,36.6,18.3,43.8,1.196721311,-0.5,-0.011415525,37.6,0.858447489,5.7,0.155737705,13.4,0.366120219,8.4,0.229508197,9.2,0.25136612,30.59,19.18,13.01,21,36.89,43.6,1.191256831,81.34220077,1.857127871,41.69389313,0.951915368,9.5,0.259562842,8.8,0.240437158,7.5,0.204918033,8.9,0.243169399,1.9,0.0519,18.3,0.5,8.8,0.200913242,25.8,0.704918033,0.87,0.41,3.83,0.7,0.019125683,29,0.792349727,0.6,0.01369863,4.7,0.128415301,-4.2,-0.442105263,0.4,0.53,0.41,0.29,25.47,4.52,37.91,88.04,59.66,6,952400,10,5.77,5.77,36.6,64.07801191,1
3333,23.7,0,66,21.7,223.5,3.386363636,0.6,0.002684564,222.8,0.996868009,1.3,0.01969697,3.2,0.048484848,2,0.03030303,1.9,0.028787879,1.43,0.89,0.58,0.85,6.25,222.3,3.368181818,1.1,0.0049217,0.1,0.000447427,7.5,0.113636364,14.2,0.215151515,0.7,0.010606061,41.8,0.633333333,1.8,0.0273,21.7,0.328787879,9.2,0.041163311,22.4,0.339393939,1.9,0.03,0,936.4739761,14.18899964,13.9,0.210606061,0.3,0.001342282,39.4,0.596969697,-2.4,-0.32,0.77,0.94,0.03,0.03,1.98,6.21,7,96.12,70.77,28.89,750000,10,1.87,1.87,66,64.07801191,1
1241,24,0,40.3,17.5,46.9,1.163771712,0.3,0.006396588,47.9,1.021321962,-0.7,-0.017369727,3.6,0.089330025,2,0.049627792,2.6,0.064516129,7.68,4.26,-1.49,5.54,-4.35,46.9,1.163771712,81.34220077,1.734375283,41.69389313,0.888995589,14.5,0.359801489,-0.5,-0.012406948,17,0.421836228,3.3,0.081885856,2.5,0.062,17.5,0.434243176,-0.5,-0.010660981,34.5,0.856079404,1.15,0.64,0,936.4739761,23.23756765,23.6,0.58560794,701.0139914,14.94699342,15.1,0.374689826,6.4,0.44137931,1.02,1.66,0.97,0.29,21.52,13.07,10.42,80.09,7.33,22.26,22284601.68,-1348.444874,0,0,40.3,64.07801191,1
1858,24,0,99.2,22.9,160.4,1.616935484,-2.5,-0.015586035,155.1,0.966957606,2.8,0.028225806,11.9,0.119959677,4.4,0.044354839,5.6,0.056451613,7.42,2.74,1.75,3.49,12.31,157.9,1.591733871,1.1,0.006857855,0.1,0.000623441,22.3,0.224798387,5.4,0.054435484,46.5,0.46875,23.9,0.240927419,0.9,0.0091,27.9,0.28125,5.4,0.033665835,74.4,0.75,2.97,1.08,0,936.4739761,9.440261856,40,0.403225806,701.0139914,4.370411418,45.9,0.462701613,0.3,0.013452915,0.59,0.92,2.25,0.01,1.21,8.03,7.48,87.5324658,23.66,13.33,22284601.68,-1348.444874,0,0,99.2,64.07801191,1
3404,24,0,99.8,23.1,67.3,0.674348697,-8.4,-0.124814264,63.7,0.946508172,-4.8,-0.048096192,8.4,0.084168337,-4.8,-0.048096192,1.9,0.019038076,12.48,-7.13,-7.13,2.82,-26.23,63.8,0.639278557,0.6,0.008915305,41.69389313,0.619522929,5.4,0.054108216,17.7,0.177354709,46.7,0.467935872,30,0.300601202,228.1465496,2.286,23.1,0.231462926,-28.3,-0.420505201,69.8,0.699398798,3.27,1.05,0,936.4739761,9.383506775,75,0.751503006,0.2,0.002971768,17.2,0.172344689,-35.3,-6.537037037,0.13,0.33,2.02,0.02,4.43,1.85,21.27,3.82,3.56,33.09,22284601.68,-1348.444874,0,0,99.8,64.07801191,1
450,24.2,0,87,19.6,76.7,0.881609195,-2.7,-0.035202086,72.5,0.945241199,1.5,0.017241379,8.5,0.097701149,1.3,0.014942529,5,0.057471264,11.08,1.69,1.96,6.52,8.26,75.8,0.871264368,81.34220077,1.06052413,0.4,0.005215124,40.9,0.470114943,-18.5,-0.212643678,21.8,0.250574713,36.8,0.422988506,6,0.069,19.6,0.225287356,-21.3,-0.277705346,41.4,0.475862069,2.94,0.87,0,936.4739761,10.76406869,34.7,0.398850575,701.0139914,9.13968698,25.4,0.291954023,-10.1,-0.246943765,0.3,0.72,1.11,0.01,2.59,2.37,8.15,27.7,6.8,6.35,22284601.68,-1348.444874,0,0,87,64.07801191,1
1358,24.3,0,52.1,30.7,96,1.842610365,0,0,95.8,0.997916667,0.2,0.003838772,2.8,0.053742802,0.6,0.011516315,2.2,0.042226488,2.92,0.63,0.21,2.29,0.66,96,1.842610365,81.34220077,0.847314591,41.69389313,0.434311387,28.5,0.547024952,3.2,0.061420345,6.7,0.128598848,12.7,0.243761996,1,0.0192,30.7,0.58925144,2.2,0.022916667,37.4,0.717850288,0.63,0,0,936.4739761,17.97454849,19.9,0.381957774,701.0139914,7.302229077,28.8,0.552783109,9.4,0.329824561,0.9,1.48,0.22,0.16,11.95,8.66,8.42,755.8,222.83,7.2,2849746,10,0.07,0.07,52.1,64.07801191,1
1795,24.3,0,26.7,16.6,14.4,0.539325843,41.8940059,2.909305965,8.1,0.5625,6.3,0.235955056,9.1,0.34082397,6.9,0.258426966,7.9,0.29588015,54.8008,47.92,42.0744,51.5132,47.01,7.4,0.277153558,7,0.486111111,41.69389313,2.895409245,50.3,1.883895131,-33.7,-1.262172285,9.1,0.34082397,1,0.037453184,228.1465496,8.5448,16.6,0.621722846,-33.7,-2.340277778,25.7,0.962546816,0.57,0.55,2.41,0.4,0.014981273,19.5,0.730337079,4.3,0.298611111,2,0.074906367,1,0.019880716,2,2,0.55,1.8,95.22,88,74,87.5324658,27.97205637,0,4706000,10,1.36,1.36,26.7,6.48,1
470,24.5,0,48.2,24.5,31.3,0.649377593,-2.2,-0.07028754,31.4,1.003194888,-2.3,-0.047717842,1.8,0.037344398,-4.1,-0.085062241,-1.1,-0.022821577,5.75,-13.1,-7.35,-3.51,-9,30,0.622406639,0.7,0.022364217,0.4,0.012779553,16,0.331950207,8.6,0.178423237,17.3,0.358921162,5,0.10373444,1.3,0.027,24.5,0.508298755,12.6,0.402555911,41.8,0.867219917,0.9,0.36,9.8,2.4,0.049792531,15.4,0.319502075,4.1,0.130990415,20.2,0.419087137,7.1,0.44375,0.45,1.51,0.71,0.02,2.17,8.35,4.96,8.17,4.21,1.81,22284601.68,-1348.444874,0,0,48.2,64.07801191,1
1206,24.9,0,90.2,21.8,100.3,1.111973392,0.6,0.005982054,104.8,1.044865404,-3.9,-0.043237251,6.2,0.068736142,-3.9,-0.043237251,0.1,0.001108647,6.18,-3.89,-3.89,0.1,-16.88,99.7,1.105321508,0.1,0.000997009,0.2,0.001994018,32.1,0.355875831,-8.8,-0.097560976,42.9,0.475609756,24,0.266075388,228.1465496,2.5293,21.8,0.241685144,7,0.069790628,64.7,0.7172949,2.83,1.18,0,936.4739761,10.38219486,13,0.144124169,701.0139914,6.989172397,66.4,0.736141907,25.2,0.785046729,1.07,1.61,1.97,0.02,3.04,4.02,2.48,136.5,4.29,5.16,3207240,10,-1.18,-1.18,90.2,-3.38,1
1963,24.9,0,72.1,24.5,40,0.554785021,-1.2,-0.03,38.4,0.96,0.4,0.00554785,5.6,0.077669903,0.4,0.00554785,2.9,0.040221914,14,1,1,7.25,1.64,39.9,0.553398058,81.34220077,2.033555019,41.69389313,1.042347328,23.7,0.328710125,5.6,0.077669903,24.6,0.341192788,14.1,0.19556172,4.1,0.0569,24.5,0.339805825,0.8,0.02,49.1,0.680998613,1.52,0.76,0.82,0.2,0.002773925,48.4,0.671289875,701.0139914,17.52534979,20.1,0.278779473,0.3,0.012658228,0.65,1,1,0.05,10.03,2.37,5.02,21.37,18.49,3.6,2500000,10,0.16,0.16,72.1,64.07801191,1
2120,24.9,0,133.4,22.7,134.1,1.005247376,-1.6,-0.011931394,132.3,0.986577181,0.2,0.00149925,14.2,0.106446777,0.2,0.00149925,6,0.044977511,10.59,0.15,0.15,4.47,0.88,133.8,1.002998501,0.2,0.001491424,41.69389313,0.310916429,7.5,0.056221889,15.2,0.113943028,92.9,0.696401799,16.1,0.120689655,1.7,0.0127,22.7,0.170164918,15.2,0.113348248,115.6,0.866566717,4.77,2.76,1.32,0.3,0.002248876,46.6,0.349325337,0.3,0.002237136,83.4,0.625187406,38.6,5.146666667,1.2,1.82,4.09,0.07,9.82,6.5,2.5,5.71,4.26,10.33,75000,100,1.33,1.33,133.4,64.07801191,1
2131,24.9,0,26.6,24.8,49.8,1.872180451,-4.3,-0.086345382,46.3,0.929718876,-0.8,-0.030075188,2.5,0.093984962,-0.8,-0.030075188,1.7,0.063909774,5.02,-1.61,-1.61,3.41,-3.19,45.9,1.72556391,81.34220077,1.633377526,41.69389313,0.83722677,20,0.751879699,4.8,0.180451128,0.2,0.007518797,1.6,0.060150376,228.1465496,8.5769,24.8,0.932330827,-1,-0.020080321,25,0.939849624,0.07,0.01,0,936.4739761,35.20578858,19.8,0.744360902,701.0139914,14.07658617,6.2,0.233082707,4.6,0.23,3.44,3.88,0.01,0.63,7.33,131.4468,7.59,12.1,9.43,16.24,22284601.68,-1348.444874,0,0,26.6,64.07801191,1
1598,25,0,41.9,32.7,3.6,0.085918854,-2.2,-0.611111111,5.2,1.444444444,-3.8,-0.090692124,-1.3,-0.031026253,-3.9,-0.093078759,-1.3,-0.031026253,-36.11,-31.9608,-28.7076,-36.11,-11,3.3,0.07875895,0.3,0.083333333,41.69389313,11.58163698,30,0.715990453,2.7,0.064439141,1136.080708,27.11409804,7,0.167064439,2.2,0.0525,32.7,0.780429594,2.7,0.75,32.7,0.780429594,0.18,0,0,936.4739761,22.35021423,9.3,0.221957041,701.0139914,194.7261087,24.6,0.587112172,18.7,0.623333333,2.08,4.1,0,1.2,498.37,0.09,0.61,0.8958,0.25,0,3000000,10,-1.1,-1.1,41.9,64.07801191,1
2263,25,0,117,19.9,174.5,1.491452991,0.1,0.000573066,180.3,1.033237822,-5.7,-0.048717949,6.1,0.052136752,-6,-0.051282051,0.2,0.001709402,3.5,-3.44,-3.27,0.11,-28.01,174.4,1.490598291,81.34220077,0.466144417,41.69389313,0.238933485,20,0.170940171,-0.1,-0.000854701,75.4,0.644444444,20.5,0.175213675,1.2,0.0103,19.9,0.17008547,-2.9,-0.016618911,95.3,0.814529915,4.81,1.72,0,936.4739761,8.004051078,40.9,0.34957265,701.0139914,4.017272157,71.4,0.61025641,9.7,0.485,0.16,1.16,3.79,0.04,4.81,9.07,29.07,2.66,2.61,98.7758,22284601.68,-1348.444874,0,0,117,64.07801191,1
3089,25,0,88,23.9,76.8,0.872727273,-0.9,-0.01171875,76.4,0.994791667,-0.5,-0.005681818,3.6,0.040909091,0.4,0.004545455,0.5,0.005681818,4.69,0.52,-0.65,0.65,-2.07,76.1,0.864772727,81.34220077,1.059143239,0.2,0.002604167,1.8,0.020454545,22.1,0.251136364,16.1,0.182954545,48,0.545454545,228.1465496,2.5926,23.9,0.271590909,22.1,0.287760417,40,0.454545455,2.41,0.64,0,936.4739761,10.64174973,8.8,0.1,701.0139914,9.127786346,75.7,0.860227273,27.3,15.16666667,1.45,1.56,0.67,0,0.5,1.67,1.31,16.31,10.04,9.74,19600,100,33.99,33.99,88,64.07801191,1
3151,25,0,18.5,9.8,4.6,0.248648649,0.7,0.152173913,11.7,2.543478261,-6.4,-0.345945946,-5.2,-0.281081081,-6.3,-0.340540541,-6,-0.324324324,-61.2704,-31.9608,-28.7076,-49.9664,-79.01,3.9,0.210810811,81.34220077,17.68308712,0.1,0.02173913,49.5,2.675675676,-42.8,-2.313513514,3.3,0.178378378,5.4,0.291891892,228.1465496,12.3322,9.8,0.52972973,-46.5,-10.10869565,13.1,0.708108108,0.88,0.35,0,936.4739761,50.62021492,8.5,0.459459459,701.0139914,152.394346,5.1,0.275675676,0.1,0.002020202,0.4,1.02,0.34,0.2,35.44,1.46,2.6,3.7,3.3,7.43,4500000,10,-1.42,-1.42,18.5,-4.79,1
3405,25,0,142,25,191.8,1.350704225,4.4,0.022940563,194.3,1.013034411,1.9,0.013380282,10,0.070422535,4.2,0.029577465,3.5,0.024647887,5.21,2.19,0.99,1.82,14.96,191.2,1.346478873,81.34220077,0.424099066,0.6,0.003128259,12.4,0.087323944,12.6,0.088732394,72.9,0.513380282,39.3,0.276760563,4.8,0.0338,25,0.176056338,1.9,0.009906152,97.9,0.68943662,0,0,0,936.4739761,6.594887156,57.9,0.407746479,701.0139914,3.654921749,77.8,0.547887324,41.7,3.362903226,0.66,2.16,2.92,0.02,1.2,16.37,12.1,17.45,13.32,2.65,22284601.68,-1348.444874,0,0,142,64.07801191,1
2147,25.1,0,131.4,20.3,135.5,1.031202435,4.9,0.036162362,140.2,1.034686347,0.2,0.00152207,9.1,0.069254186,0.2,0.00152207,4.1,0.031202435,6.72,0.15,0.15,3.03,0.99,130.4,0.99238965,81.34220077,0.600311445,5.1,0.037638376,60.5,0.46042618,-40,-0.304414003,103.8,0.789954338,7.1,0.054033486,228.1465496,1.7363,20.3,0.154490107,-40.2,-0.296678967,124.1,0.944444444,5.46,3.52,0,936.4739761,7.126894795,60.7,0.46194825,701.0139914,5.173534992,67.6,0.514459665,28.1,0.46446281,0.83,1.71,5.11,0.09,9.52,91.33,7.98,5.33,5.54,19.53,22284601.68,-1348.444874,0,0,131.4,64.07801191,1
462,25.2,0,37,29.9,21,0.567567568,41.8940059,1.994952662,33.7,1.604761905,-12.7,-0.343243243,-10,-0.27027027,-12.7,-0.343243243,-10.3,-0.278378378,-47.62,-31.9608,-28.7076,-49.05,-35.13,20,0.540540541,81.34220077,3.873438132,41.69389313,1.985423482,102,2.756756757,-71.7,-1.937837838,3.9,0.105405405,2.8,0.075675676,228.1465496,6.1661,29.9,0.808108108,-72.1,-3.433333333,33.8,0.913513514,0.22,0.13,0,936.4739761,25.31010746,29.6,0.8,701.0139914,33.38161864,4.7,0.127027027,1.9,0.018627451,1,1.68,0.13,0.07,2.92,3.37,5.8,102.7,102,6.59,10200000,10,-0.54,-0.54,37,-2.26,1
761,25.2,0,26.3,24.5,47.7,1.813688213,0.6,0.012578616,47.5,0.995807128,0.8,0.030418251,2.9,0.11026616,1.1,0.041825095,1.2,0.045627376,6.08,2.31,1.68,2.52,3.31,47.7,1.813688213,81.34220077,1.705287228,41.69389313,0.87408581,17.5,0.66539924,7,0.266159696,0.5,0.019011407,0.3,0.011406844,1,0.038,24.5,0.931558935,7,0.146750524,25,0.950570342,0.02,0.02,756.4454,331,12.58555133,5.6,0.212927757,3.5,0.073375262,9.6,0.365019011,9.3,0.531428571,3.33,18.5622,0.02,2.33,5.65,131.4468,159,6.18,5.75,85.56,22284601.68,-1348.444874,0,0,26.3,64.07801191,1
2173,25.2,0,26.8,26.4,6.6,0.246268657,41.8940059,6.347576652,7.5,1.136363636,-0.9,-0.03358209,0.1,0.003731343,-0.9,-0.03358209,0.1,0.003731343,1.52,-13.64,-13.64,1.52,-3.34,6.6,0.246268657,81.34220077,12.32457587,41.69389313,6.317256535,14,0.52238806,8,0.298507463,1136.080708,42.39107119,0.4,0.014925373,228.1465496,8.5129,26.4,0.985074627,8,1.212121212,26.4,0.985074627,0.02,0,0,936.4739761,34.94305881,22.5,0.839552239,701.0139914,106.2142411,1.9,0.070895522,1.5,0.107142857,4.5,4.75,0,1.25,24.33,23,6.6,87.5324658,27.97205637,0,22284601.68,-1348.444874,0,0,26.8,64.07801191,1
2162,25.3,0,124.6,30.7,188.6,1.51364366,-1.6,-0.008483563,186.1,0.986744433,0.9,0.007223114,14.3,0.114767255,1,0.008025682,7.3,0.05858748,7.58,0.53,0.48,3.87,3.02,188.1,1.509630819,0.3,0.001590668,41.69389313,0.221070483,41.4,0.332263242,-10.7,-0.085874799,53.3,0.42776886,40.6,0.325842697,228.1465496,1.831,30.7,0.246388443,-10.7,-0.056733828,84,0.674157303,3.04,1.17,0,936.4739761,7.515842505,64.3,0.516051364,701.0139914,3.716935267,55.1,0.442215088,-2.8,-0.06763285,0.17,0.88,1.74,0.01,1.41,4.41,18,22.5,3.86,13.05,4142200,10,0.17,0.17,124.6,64.07801191,1
1212,25.4,0,241.8,75.1,185.2,0.76592225,0.7,0.003779698,209,1.128509719,-23.1,-0.095533499,-8.6,-0.035566584,-23.1,-0.095533499,-18.9,-0.078163772,-4.64,-12.47,-12.47,-10.21,-27.29,184,0.760959471,0.3,0.00161987,0.3,0.00161987,43.3,0.179073615,21.6,0.089330025,120.1,0.496691481,46.6,0.192721257,228.1465496,0.9435,75.1,0.310587262,21.6,0.11663067,195.2,0.807278743,2.13,0.44,5.99,4.5,0.018610422,88.6,0.366418528,701.0139914,3.78517274,116.6,0.482216708,-17.3,-0.399538106,0.64,0.87,1.6,0.07,17.09,4.1,2.39,12.39,7.43,5.64,3632500,10,-6.52,-6.52,241.8,64.07801191,1
1900,25.4,0,25.6,23.9,22.6,0.8828125,0.9,0.039823009,22.7,1.004424779,0.8,0.03125,3,0.1171875,-0.2,-0.0078125,2.1,0.08203125,13.27,-0.88,3.54,9.29,3.41,19.6,0.765625,3,0.132743363,41.69389313,1.844862528,11.8,0.4609375,12.1,0.47265625,0.5,0.01953125,0.7,0.02734375,0.5,0.0195,23.9,0.93359375,12.1,0.53539823,24.4,0.953125,0.05,0.02,0,936.4739761,36.58101469,16.3,0.63671875,0.7,0.030973451,6.2,0.2421875,5.5,0.466101695,4.57,8.86,0.02,1,11.94,15.52,8.34,28.48,15.31,8.85,22284601.68,-1348.444874,0,0,25.6,64.07801191,1
1273,25.6,0,63.8,21.8,72.1,1.130094044,1.9,0.026352288,67.3,0.933425798,6.7,0.105015674,10.1,0.15830721,7.1,0.111285266,6.1,0.095611285,14.01,9.85,9.29,8.46,26.96,70,1.097178683,81.34220077,1.128185864,41.69389313,0.578278684,12.6,0.197492163,9.2,0.144200627,18.7,0.293103448,23.3,0.365203762,228.1465496,3.576,21.8,0.34169279,9.2,0.127600555,40.5,0.634796238,1.88,0.61,47.25,10.3,0.161442006,23.8,0.373040752,701.0139914,9.722801545,36.3,0.568965517,9.6,0.761904762,0.64,1.36,0.86,0.09,14.48,2.77,4.98,5.65,3.86,5.06,3159215,4,1.46,1.46,63.8,5.15,1
